bbox,content,interactivity,source,type,bbox_parsed
"[0.2869023382663727, 0.1940593421459198, 0.500205397605896, 0.23501776158809662]", Jane Doe ,True,box_yolo_content_ocr,icon,"[0.2869023382663727, 0.1940593421459198, 0.500205397605896, 0.23501776158809662]"
"[0.024009360000491142, 0.0, 0.08591143041849136, 0.029000241309404373]",DuckDuckGo ,True,box_yolo_content_ocr,icon,"[0.024009360000491142, 0.0, 0.08591143041849136, 0.029000241309404373]"
"[0.9089829325675964, 0.0, 0.9973750710487366, 0.029052337631583214]",Wed Sep 17 3:57PM ,True,box_yolo_content_ocr,icon,"[0.9089829325675964, 0.0, 0.9973750710487366, 0.029052337631583214]"
"[0.13603575527668, 0.0, 0.1636342853307724, 0.028810666874051094]",View ,True,box_yolo_content_ocr,icon,"[0.13603575527668, 0.0, 0.1636342853307724, 0.028810666874051094]"
"[0.10988660156726837, 0.0, 0.13477832078933716, 0.029192956164479256]",Edit ,True,box_yolo_content_ocr,icon,"[0.10988660156726837, 0.0, 0.13477832078933716, 0.029192956164479256]"
"[0.16475346684455872, 0.0, 0.20043857395648956, 0.029549431055784225]",History ,True,box_yolo_content_ocr,icon,"[0.16475346684455872, 0.0, 0.20043857395648956, 0.029549431055784225]"
"[0.200376957654953, 0.0, 0.2515539228916168, 0.027079178020358086]",Bookmarks ,True,box_yolo_content_ocr,icon,"[0.200376957654953, 0.0, 0.2515539228916168, 0.027079178020358086]"
"[0.0, 0.029489371925592422, 0.045632150024175644, 0.06437280029058456]",A red and yellow spot.,True,box_yolo_content_yolo,icon,"[0.0, 0.029489371925592422, 0.045632150024175644, 0.06437280029058456]"
"[0.0013898700708523393, 0.0, 0.025188101455569267, 0.029089372605085373]",Apple icon in a darkness.,True,box_yolo_content_yolo,icon,"[0.0013898700708523393, 0.0, 0.025188101455569267, 0.029089372605085373]"
"[0.8883982300758362, 0.0, 0.9078795313835144, 0.029545625671744347]",A simple simple switch or element.,True,box_yolo_content_yolo,icon,"[0.8883982300758362, 0.0, 0.9078795313835144, 0.029545625671744347]"
"[0.7216701507568359, 0.07533752918243408, 0.7368578314781189, 0.10197269916534424]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7216701507568359, 0.07533752918243408, 0.7368578314781189, 0.10197269916534424]"
"[0.19157393276691437, 0.03577471897006035, 0.20388677716255188, 0.058775708079338074]",A simple option to add or add a new item.,True,box_yolo_content_yolo,icon,"[0.19157393276691437, 0.03577471897006035, 0.20388677716255188, 0.058775708079338074]"
"[0.7177927494049072, 0.00542682409286499, 0.7308483123779297, 0.025676483288407326]",A pause button for moving to the left.,True,box_yolo_content_yolo,icon,"[0.7177927494049072, 0.00542682409286499, 0.7308483123779297, 0.025676483288407326]"
"[0.7950558066368103, 0.002244620816782117, 0.8197999596595764, 0.027828531339764595]",A rectangle shape with a slight angle.,True,box_yolo_content_yolo,icon,"[0.7950558066368103, 0.002244620816782117, 0.8197999596595764, 0.027828531339764595]"
"[0.8476552367210388, 0.0, 0.8658928871154785, 0.030564550310373306]",Wi-Fi signal.,True,box_yolo_content_yolo,icon,"[0.8476552367210388, 0.0, 0.8658928871154785, 0.030564550310373306]"
"[0.7383252382278442, 0.0064142197370529175, 0.7511773109436035, 0.02479146048426628]",A thumbs up or thumbs up symbol.,True,box_yolo_content_yolo,icon,"[0.7383252382278442, 0.0064142197370529175, 0.7511773109436035, 0.02479146048426628]"
"[0.8679351806640625, 0.0, 0.8841342926025391, 0.029924793168902397]",A search function.,True,box_yolo_content_yolo,icon,"[0.8679351806640625, 0.0, 0.8841342926025391, 0.029924793168902397]"
"[0.04077728092670441, 0.06955721229314804, 0.058273449540138245, 0.10431206226348877]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04077728092670441, 0.06955721229314804, 0.058273449540138245, 0.10431206226348877]"
"[0.8212906718254089, 0.0, 0.8444280028343201, 0.02995794080197811]",A power or charge symbol.,True,box_yolo_content_yolo,icon,"[0.8212906718254089, 0.0, 0.8444280028343201, 0.02995794080197811]"
"[0.006438471842557192, 0.0688067153096199, 0.024028586223721504, 0.10511603206396103]",the back arrow.,True,box_yolo_content_yolo,icon,"[0.006438471842557192, 0.0688067153096199, 0.024028586223721504, 0.10511603206396103]"
"[0.17074687778949738, 0.03627096489071846, 0.1852262318134308, 0.05955905467271805]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.17074687778949738, 0.03627096489071846, 0.1852262318134308, 0.05955905467271805]"
"[0.263540118932724, 0.07557277381420135, 0.27782389521598816, 0.10110621899366379]",A symbol or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.263540118932724, 0.07557277381420135, 0.27782389521598816, 0.10110621899366379]"
"[0.6764271855354309, 0.004456245340406895, 0.6908535361289978, 0.02761618047952652]",A hand or peace symbol.,True,box_yolo_content_yolo,icon,"[0.6764271855354309, 0.004456245340406895, 0.6908535361289978, 0.02761618047952652]"
"[0.08612366765737534, 0.0, 0.10859055817127228, 0.029616592451930046]",File or file management tool.,True,box_yolo_content_yolo,icon,"[0.08612366765737534, 0.0, 0.10859055817127228, 0.029616592451930046]"
"[0.7557820081710815, 0.0028309603221714497, 0.7693530321121216, 0.02762148156762123]",A play button or symbol.,True,box_yolo_content_yolo,icon,"[0.7557820081710815, 0.0028309603221714497, 0.7693530321121216, 0.02762148156762123]"
"[0.023444248363375664, 0.06889956444501877, 0.041058268398046494, 0.10378465801477432]",A straight line or arrow.,True,box_yolo_content_yolo,icon,"[0.023444248363375664, 0.06889956444501877, 0.041058268398046494, 0.10378465801477432]"
"[0.9767302870750427, 0.03371303901076317, 0.9944968819618225, 0.060333769768476486]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.9767302870750427, 0.03371303901076317, 0.9944968819618225, 0.060333769768476486]"
"[0.6960983276367188, 0.0040221367962658405, 0.7121720910072327, 0.02741086110472679]",A low pixelated image or profile icon.,True,box_yolo_content_yolo,icon,"[0.6960983276367188, 0.0040221367962658405, 0.7121720910072327, 0.02741086110472679]"
"[0.9759877324104309, 0.07019729912281036, 0.9963588118553162, 0.10282385349273682]",A bar with a blue dot in the middle.,True,box_yolo_content_yolo,icon,"[0.9759877324104309, 0.07019729912281036, 0.9963588118553162, 0.10282385349273682]"
"[0.7748916149139404, 0.004500641021877527, 0.7915970683097839, 0.026817813515663147]",A simple menu or menu bar.,True,box_yolo_content_yolo,icon,"[0.7748916149139404, 0.004500641021877527, 0.7915970683097839, 0.026817813515663147]"
"[0.0, 0.06707991659641266, 0.00516196433454752, 0.10821886360645294]",unanswerable,True,box_yolo_content_yolo,icon,"[0.0, 0.06707991659641266, 0.00516196433454752, 0.10821886360645294]"
"[0.9932639002799988, 0.031185518950223923, 0.9998342990875244, 0.06330832093954086]",unanswerable,True,box_yolo_content_yolo,icon,"[0.9932639002799988, 0.031185518950223923, 0.9998342990875244, 0.06330832093954086]"
