bbox,content,interactivity,source,type,bbox_parsed
"[0.5289010405540466, 0.6104140877723694, 0.548835277557373, 0.64202880859375]",A happy or excited face or smiley face.,True,box_yolo_content_yolo,icon,"[0.5289010405540466, 0.6104140877723694, 0.548835277557373, 0.64202880859375]"
"[0.5252417922019958, 0.5114625096321106, 0.5518707633018494, 0.5496271848678589]",A thumbs up or thumbs up symbol.,True,box_yolo_content_yolo,icon,"[0.5252417922019958, 0.5114625096321106, 0.5518707633018494, 0.5496271848678589]"
"[0.4446409344673157, 0.513892650604248, 0.465767502784729, 0.5472038984298706]",A smiley face emoji with a napkin under it.,True,box_yolo_content_yolo,icon,"[0.4446409344673157, 0.513892650604248, 0.465767502784729, 0.5472038984298706]"
"[0.4988735318183899, 0.3858756422996521, 0.523158073425293, 0.4176085889339447]",Emoji with water droplets on it.,True,box_yolo_content_yolo,icon,"[0.4988735318183899, 0.3858756422996521, 0.523158073425293, 0.4176085889339447]"
"[0.5005089640617371, 0.5132759809494019, 0.5217210054397583, 0.5481337308883667]",an angry face emoji.,True,box_yolo_content_yolo,icon,"[0.5005089640617371, 0.5132759809494019, 0.5217210054397583, 0.5481337308883667]"
"[0.47339898347854614, 0.6099517345428467, 0.49352410435676575, 0.6419181823730469]",A smiley face emoji with teeth.,True,box_yolo_content_yolo,icon,"[0.47339898347854614, 0.6099517345428467, 0.49352410435676575, 0.6419181823730469]"
"[0.5278847813606262, 0.6480159759521484, 0.549419105052948, 0.6805276870727539]",a smiley face with eyes closed.,True,box_yolo_content_yolo,icon,"[0.5278847813606262, 0.6480159759521484, 0.549419105052948, 0.6805276870727539]"
"[0.556718111038208, 0.610843300819397, 0.5769199132919312, 0.6417161226272583]",A smiley face with a black ball in it.,True,box_yolo_content_yolo,icon,"[0.556718111038208, 0.610843300819397, 0.5769199132919312, 0.6417161226272583]"
"[0.5007155537605286, 0.648220419883728, 0.5212923884391785, 0.6807671785354614]",A dropper or drop of water.,True,box_yolo_content_yolo,icon,"[0.5007155537605286, 0.648220419883728, 0.5212923884391785, 0.6807671785354614]"
"[0.47092205286026, 0.55699622631073, 0.49523434042930603, 0.5924478769302368]",A user profile or avatar.,True,box_yolo_content_yolo,icon,"[0.47092205286026, 0.55699622631073, 0.49523434042930603, 0.5924478769302368]"
"[0.4163861572742462, 0.5573773384094238, 0.4386119246482849, 0.5918280482292175]",smiley face emoji.,True,box_yolo_content_yolo,icon,"[0.4163861572742462, 0.5573773384094238, 0.4386119246482849, 0.5918280482292175]"
"[0.4171386957168579, 0.6103017330169678, 0.4380895793437958, 0.6422394514083862]",smiling face emoji.,True,box_yolo_content_yolo,icon,"[0.4171386957168579, 0.6103017330169678, 0.4380895793437958, 0.6422394514083862]"
"[0.4442165493965149, 0.6482967138290405, 0.4671865701675415, 0.6810837388038635]",a smiley face with a water droplet dangling from it.,True,box_yolo_content_yolo,icon,"[0.4442165493965149, 0.6482967138290405, 0.4671865701675415, 0.6810837388038635]"
"[0.5261145234107971, 0.3839375674724579, 0.5500363707542419, 0.41900378465652466]",A simple symbol or symbol for music or music.,True,box_yolo_content_yolo,icon,"[0.5261145234107971, 0.3839375674724579, 0.5500363707542419, 0.41900378465652466]"
"[0.4145447015762329, 0.42533910274505615, 0.440085232257843, 0.4641079306602478]",a character in a summer outfit with bunny ears.,True,box_yolo_content_yolo,icon,"[0.4145447015762329, 0.42533910274505615, 0.440085232257843, 0.4641079306602478]"
"[0.5281340479850769, 0.4713854491710663, 0.5496393442153931, 0.5037837028503418]",Emoji that has a heart.,True,box_yolo_content_yolo,icon,"[0.5281340479850769, 0.4713854491710663, 0.5496393442153931, 0.5037837028503418]"
"[0.4731309711933136, 0.6483955979347229, 0.49382367730140686, 0.6805118918418884]",A scoop of color resembling a fish.,True,box_yolo_content_yolo,icon,"[0.4731309711933136, 0.6483955979347229, 0.49382367730140686, 0.6805118918418884]"
"[0.4440199136734009, 0.38689327239990234, 0.4674018919467926, 0.41785627603530884]",A smiley face with a line coming out of it.,True,box_yolo_content_yolo,icon,"[0.4440199136734009, 0.38689327239990234, 0.4674018919467926, 0.41785627603530884]"
"[0.5546249747276306, 0.5115022659301758, 0.5779972672462463, 0.5493587851524353]",A thumbs up symbol.,True,box_yolo_content_yolo,icon,"[0.5546249747276306, 0.5115022659301758, 0.5779972672462463, 0.5493587851524353]"
"[0.5007907152175903, 0.47111642360687256, 0.5211709141731262, 0.5038784742355347]",A smiley face with a curved nose.,True,box_yolo_content_yolo,icon,"[0.5007907152175903, 0.47111642360687256, 0.5211709141731262, 0.5038784742355347]"
"[0.445048451423645, 0.4707670509815216, 0.4649644196033478, 0.504601001739502]","A banana peel, which is commonly associated with banana peel.",True,box_yolo_content_yolo,icon,"[0.445048451423645, 0.4707670509815216, 0.4649644196033478, 0.504601001739502]"
"[0.5553093552589417, 0.42780327796936035, 0.5786580443382263, 0.46262282133102417]",heart like emoji,True,box_yolo_content_yolo,icon,"[0.5553093552589417, 0.42780327796936035, 0.5786580443382263, 0.46262282133102417]"
"[0.4163399934768677, 0.4720984697341919, 0.43904316425323486, 0.5042749047279358]",an angry face emoji.,True,box_yolo_content_yolo,icon,"[0.4163399934768677, 0.4720984697341919, 0.43904316425323486, 0.5042749047279358]"
"[0.444877564907074, 0.6095532774925232, 0.466166615486145, 0.6419379115104675]",A happy face emoji with a nut or grain in it.,True,box_yolo_content_yolo,icon,"[0.444877564907074, 0.6095532774925232, 0.466166615486145, 0.6419379115104675]"
"[0.5557177066802979, 0.47105124592781067, 0.5782776474952698, 0.5042517781257629]",an angry face emoji.,True,box_yolo_content_yolo,icon,"[0.5557177066802979, 0.47105124592781067, 0.5782776474952698, 0.5042517781257629]"
"[0.4442253112792969, 0.42626500129699707, 0.465501606464386, 0.4631408452987671]",Refresh or recycle.,True,box_yolo_content_yolo,icon,"[0.4442253112792969, 0.42626500129699707, 0.465501606464386, 0.4631408452987671]"
"[0.41452866792678833, 0.5140011310577393, 0.4389025866985321, 0.5496361255645752]",heart,True,box_yolo_content_yolo,icon,"[0.41452866792678833, 0.5140011310577393, 0.4389025866985321, 0.5496361255645752]"
"[0.4169713258743286, 0.38718870282173157, 0.43879806995391846, 0.4179742932319641]",A smiley face with an unhappy expression.,True,box_yolo_content_yolo,icon,"[0.4169713258743286, 0.38718870282173157, 0.43879806995391846, 0.4179742932319641]"
"[0.49933338165283203, 0.5561743378639221, 0.5228229761123657, 0.5916932821273804]",A smiley face with sunglasses on.,True,box_yolo_content_yolo,icon,"[0.49933338165283203, 0.5561743378639221, 0.5228229761123657, 0.5916932821273804]"
"[0.4423372447490692, 0.5567249655723572, 0.46758386492729187, 0.5922946929931641]",A profile picture of someone with a thumbs up.,True,box_yolo_content_yolo,icon,"[0.4423372447490692, 0.5567249655723572, 0.46758386492729187, 0.5922946929931641]"
"[0.55607670545578, 0.6481966376304626, 0.5773875117301941, 0.6812418103218079]",A smiley face emoji with a slight smile.,True,box_yolo_content_yolo,icon,"[0.55607670545578, 0.6481966376304626, 0.5773875117301941, 0.6812418103218079]"
"[0.5545283555984497, 0.38467323780059814, 0.5782663822174072, 0.4198746085166931]",A symbol or logo.,True,box_yolo_content_yolo,icon,"[0.5545283555984497, 0.38467323780059814, 0.5782663822174072, 0.4198746085166931]"
"[0.4159834682941437, 0.6487177610397339, 0.43897107243537903, 0.6822012066841125]",A smiley face with a water droplet dangling from it.,True,box_yolo_content_yolo,icon,"[0.4159834682941437, 0.6487177610397339, 0.43897107243537903, 0.6822012066841125]"
"[0.5258261561393738, 0.6859344244003296, 0.5543864369392395, 0.7178739905357361]",A light bulb or bulb with a heart symbol.,True,box_yolo_content_yolo,icon,"[0.5258261561393738, 0.6859344244003296, 0.5543864369392395, 0.7178739905357361]"
"[0.5012051463127136, 0.6861885190010071, 0.5219671726226807, 0.7176457643508911]",A simple line or curve indicator.,True,box_yolo_content_yolo,icon,"[0.5012051463127136, 0.6861885190010071, 0.5219671726226807, 0.7176457643508911]"
"[0.47011318802833557, 0.6865611672401428, 0.4996803402900696, 0.7174504399299622]",A simple apple or apple symbol.,True,box_yolo_content_yolo,icon,"[0.47011318802833557, 0.6865611672401428, 0.4996803402900696, 0.7174504399299622]"
"[0.7209814786911011, 0.07276531308889389, 0.7373872399330139, 0.10242664813995361]",A symbol or icon indicating a cursor or pointer.,True,box_yolo_content_yolo,icon,"[0.7209814786911011, 0.07276531308889389, 0.7373872399330139, 0.10242664813995361]"
"[0.4079029858112335, 0.30909109115600586, 0.422874391078949, 0.3365561068058014]",A symbol or symbol related to stretching or stretching.,True,box_yolo_content_yolo,icon,"[0.4079029858112335, 0.30909109115600586, 0.422874391078949, 0.3365561068058014]"
"[0.44557565450668335, 0.6871578693389893, 0.4657311737537384, 0.7182796597480774]",A profile or icon of a user profile.,True,box_yolo_content_yolo,icon,"[0.44557565450668335, 0.6871578693389893, 0.4657311737537384, 0.7182796597480774]"
"[0.006101301405578852, 0.06654037535190582, 0.024582359939813614, 0.10521849989891052]",back arrow,True,box_yolo_content_yolo,icon,"[0.006101301405578852, 0.06654037535190582, 0.024582359939813614, 0.10521849989891052]"
"[0.5568103194236755, 0.6886173486709595, 0.5751997828483582, 0.7177032828330994]",A simple line or header.,True,box_yolo_content_yolo,icon,"[0.5568103194236755, 0.6886173486709595, 0.5751997828483582, 0.7177032828330994]"
"[0.04039406776428223, 0.06633352488279343, 0.0587163120508194, 0.10645823925733566]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.04039406776428223, 0.06633352488279343, 0.0587163120508194, 0.10645823925733566]"
"[0.2605431079864502, 0.0349024198949337, 0.27463725209236145, 0.06036524474620819]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.2605431079864502, 0.0349024198949337, 0.27463725209236145, 0.06036524474620819]"
"[0.41368618607521057, 0.6885274052619934, 0.4441923201084137, 0.7185776233673096]",A smiley face or happy emotion indicator.,True,box_yolo_content_yolo,icon,"[0.41368618607521057, 0.6885274052619934, 0.4441923201084137, 0.7185776233673096]"
"[0.574913501739502, 0.30968189239501953, 0.5909661650657654, 0.3371337652206421]",A menu or options.,True,box_yolo_content_yolo,icon,"[0.574913501739502, 0.30968189239501953, 0.5909661650657654, 0.3371337652206421]"
"[0.5756126642227173, 0.6936517953872681, 0.5883795022964478, 0.7169715166091919]",A push button or arrow.,True,box_yolo_content_yolo,icon,"[0.5756126642227173, 0.6936517953872681, 0.5883795022964478, 0.7169715166091919]"
"[0.5817145705223083, 0.37657660245895386, 0.5943523049354553, 0.40081679821014404]",A single line or profile.,True,box_yolo_content_yolo,icon,"[0.5817145705223083, 0.37657660245895386, 0.5943523049354553, 0.40081679821014404]"
"[0.28134194016456604, 0.03379170969128609, 0.29471030831336975, 0.0631294697523117]",A simple option to add or add a new item.,True,box_yolo_content_yolo,icon,"[0.28134194016456604, 0.03379170969128609, 0.29471030831336975, 0.0631294697523117]"
"[0.262421190738678, 0.07230929285287857, 0.2786886692047119, 0.10286600887775421]",A symbol or symbol related to religion or religion.,True,box_yolo_content_yolo,icon,"[0.262421190738678, 0.07230929285287857, 0.2786886692047119, 0.10286600887775421]"
"[0.02396421879529953, 0.06593544036149979, 0.040464214980602264, 0.10616929829120636]",A simple arrow or arrow.,True,box_yolo_content_yolo,icon,"[0.02396421879529953, 0.06593544036149979, 0.040464214980602264, 0.10616929829120636]"
"[0.977573037147522, 0.030678769573569298, 0.9940952658653259, 0.06343254446983337]",A simple symbol or icon.,True,box_yolo_content_yolo,icon,"[0.977573037147522, 0.030678769573569298, 0.9940952658653259, 0.06343254446983337]"
"[0.9769310355186462, 0.06700240075588226, 0.9969707727432251, 0.10514383018016815]",A stick with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9769310355186462, 0.06700240075588226, 0.9969707727432251, 0.10514383018016815]"
"[0.5264458656311035, 0.5568218231201172, 0.5525866746902466, 0.5897899270057678]",unanswerable,True,box_yolo_content_yolo,icon,"[0.5264458656311035, 0.5568218231201172, 0.5525866746902466, 0.5897899270057678]"
"[0.5552808046340942, 0.558314323425293, 0.5779458284378052, 0.5909166932106018]",unanswerable,True,box_yolo_content_yolo,icon,"[0.5552808046340942, 0.558314323425293, 0.5779458284378052, 0.5909166932106018]"
"[0.0, 0.06642506271600723, 0.0049276393838226795, 0.10507037490606308]",unanswerable,True,box_yolo_content_yolo,icon,"[0.0, 0.06642506271600723, 0.0049276393838226795, 0.10507037490606308]"
