bbox,content,interactivity,source,type,bbox_parsed
"[0.37210649251937866, 0.8634735941886902, 0.49363425374031067, 0.8898836374282837]",P polytechnic.purdue.edu,False,box_ocr_content_ocr,text,"[0.37210649251937866, 0.8634735941886902, 0.49363425374031067, 0.8898836374282837]"
"[0.390625, 0.8912264704704285, 0.45717594027519226, 0.9095792174339294]",No trackers found,False,box_ocr_content_ocr,text,"[0.390625, 0.8912264704704285, 0.45717594027519226, 0.9095792174339294]"
"[0.38859954476356506, 0.9113697409629822, 0.5135995149612427, 0.9324082136154175]",/academic-areas/sacc/directory 1h ago,False,box_ocr_content_ocr,text,"[0.38859954476356506, 0.9113697409629822, 0.5135995149612427, 0.9324082136154175]"
"[0.38744214177131653, 0.9507609605789185, 0.47714120149612427, 0.9722470641136169]",catalog.purdue.edu,False,box_ocr_content_ocr,text,"[0.38744214177131653, 0.9507609605789185, 0.47714120149612427, 0.9722470641136169]"
"[0.375, 0.952103853225708, 0.38744214177131653, 0.9673231840133667]",P,False,box_ocr_content_ocr,text,"[0.375, 0.952103853225708, 0.38744214177131653, 0.9673231840133667]"
"[0.390625, 0.9753804802894592, 0.45717594027519226, 0.9919427037239075]",No trackers found,False,box_ocr_content_ocr,text,"[0.390625, 0.9753804802894592, 0.45717594027519226, 0.9919427037239075]"
"[0.39914771914482117, 0.46599259972572327, 0.4476701021194458, 0.5471842885017395]",Br Brightspace ,True,box_yolo_content_ocr,icon,"[0.39914771914482117, 0.46599259972572327, 0.4476701021194458, 0.5471842885017395]"
"[0.35177287459373474, 0.4664948284626007, 0.3949255645275116, 0.5470227599143982]",Go Gmail ,True,box_yolo_content_ocr,icon,"[0.35177287459373474, 0.4664948284626007, 0.3949255645275116, 0.5470227599143982]"
"[0.45186805725097656, 0.4668152928352356, 0.49625587463378906, 0.5481578707695007]", Supabase ,True,box_yolo_content_ocr,icon,"[0.45186805725097656, 0.4668152928352356, 0.49625587463378906, 0.5481578707695007]"
"[0.57566899061203, 0.21550437808036804, 0.628706693649292, 0.23852667212486267]",Free Scan ,True,box_yolo_content_ocr,icon,"[0.57566899061203, 0.21550437808036804, 0.628706693649292, 0.23852667212486267]"
"[0.5011125802993774, 0.4664580523967743, 0.5490568280220032, 0.5639559626579285]",Add Favorite ,True,box_yolo_content_ocr,icon,"[0.5011125802993774, 0.4664580523967743, 0.5490568280220032, 0.5639559626579285]"
"[0.5268568992614746, 0.10900856554508209, 0.570950448513031, 0.13076288998126984]",Supabase ,True,box_yolo_content_ocr,icon,"[0.5268568992614746, 0.10900856554508209, 0.570950448513031, 0.13076288998126984]"
"[0.9247452020645142, 0.9535800814628601, 0.9916653037071228, 0.9856771230697632]",% Customize ,True,box_yolo_content_ocr,icon,"[0.9247452020645142, 0.9535800814628601, 0.9916653037071228, 0.9856771230697632]"
"[0.4977837800979614, 0.7052887082099915, 0.6340125203132629, 0.7312701344490051]",Details ,True,box_yolo_content_ocr,icon,"[0.4977837800979614, 0.7052887082099915, 0.6340125203132629, 0.7312701344490051]"
"[0.3612540066242218, 0.39941656589508057, 0.48699238896369934, 0.43241482973098755]",Add to Dock ,True,box_yolo_content_ocr,icon,"[0.3612540066242218, 0.39941656589508057, 0.48699238896369934, 0.43241482973098755]"
"[0.36166417598724365, 0.3401239812374115, 0.4857839345932007, 0.4012342691421509]", Add App to the Dock Access DuckDuckGo faster by adding it to the Dock. ,True,box_yolo_content_ocr,icon,"[0.36166417598724365, 0.3401239812374115, 0.4857839345932007, 0.4012342691421509]"
"[0.722504198551178, 0.07572741061449051, 0.7360768914222717, 0.0981917604804039]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.722504198551178, 0.07572741061449051, 0.7360768914222717, 0.0981917604804039]"
"[0.6997432708740234, 0.07318587601184845, 0.714898407459259, 0.10122183710336685]",A symbol or icon indicating a circle or circle.,True,box_yolo_content_yolo,icon,"[0.6997432708740234, 0.07318587601184845, 0.714898407459259, 0.10122183710336685]"
"[0.006759569980204105, 0.07093560695648193, 0.023943863809108734, 0.103243887424469]",back arrow,True,box_yolo_content_yolo,icon,"[0.006759569980204105, 0.07093560695648193, 0.023943863809108734, 0.103243887424469]"
"[0.6064536571502686, 0.4669753313064575, 0.6477528810501099, 0.5354096293449402]",column 1,True,box_yolo_content_yolo,icon,"[0.6064536571502686, 0.4669753313064575, 0.6477528810501099, 0.5354096293449402]"
"[0.14351879060268402, 0.0350937694311142, 0.1540217101573944, 0.05894444137811661]",A simple symbol or design element.,True,box_yolo_content_yolo,icon,"[0.14351879060268402, 0.0350937694311142, 0.1540217101573944, 0.05894444137811661]"
"[0.041224200278520584, 0.06869076192378998, 0.058441560715436935, 0.10582411289215088]",Refresh or restart function.,True,box_yolo_content_yolo,icon,"[0.041224200278520584, 0.06869076192378998, 0.058441560715436935, 0.10582411289215088]"
"[0.6004955768585205, 0.9465571641921997, 0.6158360242843628, 0.9695634245872498]",A simple line or cord.,True,box_yolo_content_yolo,icon,"[0.6004955768585205, 0.9465571641921997, 0.6158360242843628, 0.9695634245872498]"
"[0.9773686528205872, 0.03148907050490379, 0.9935885667800903, 0.062363021075725555]",A simple motion blur or icon.,True,box_yolo_content_yolo,icon,"[0.9773686528205872, 0.03148907050490379, 0.9935885667800903, 0.062363021075725555]"
"[0.9764780402183533, 0.0678529217839241, 0.9956995844841003, 0.10459861904382706]",A bar with a blue dot on it.,True,box_yolo_content_yolo,icon,"[0.9764780402183533, 0.0678529217839241, 0.9956995844841003, 0.10459861904382706]"
"[0.6008635759353638, 0.8627434968948364, 0.6150937080383301, 0.8862733244895935]",A simple line or cord.,True,box_yolo_content_yolo,icon,"[0.6008635759353638, 0.8627434968948364, 0.6150937080383301, 0.8862733244895935]"
"[0.5535649657249451, 0.4663301110267639, 0.5988929271697998, 0.5488918423652649]",A column of options for various columns.,True,box_yolo_content_yolo,icon,"[0.5535649657249451, 0.4663301110267639, 0.5988929271697998, 0.5488918423652649]"
"[0.6167303919792175, 0.9459418654441833, 0.6320620179176331, 0.9696761965751648]",Refresh or recycle function.,True,box_yolo_content_yolo,icon,"[0.6167303919792175, 0.9459418654441833, 0.6320620179176331, 0.9696761965751648]"
"[0.6008286476135254, 0.7604917287826538, 0.6151875257492065, 0.7839937806129456]",A simple line or cord.,True,box_yolo_content_yolo,icon,"[0.6008286476135254, 0.7604917287826538, 0.6151875257492065, 0.7839937806129456]"
"[0.12258154153823853, 0.03542366996407509, 0.13595832884311676, 0.0592956617474556]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.12258154153823853, 0.03542366996407509, 0.13595832884311676, 0.0592956617474556]"
"[0.6169124245643616, 0.8625587821006775, 0.6317864656448364, 0.8864979147911072]",Refresh or recycle function.,True,box_yolo_content_yolo,icon,"[0.6169124245643616, 0.8625587821006775, 0.6317864656448364, 0.8864979147911072]"
"[0.6170246005058289, 0.7600938677787781, 0.6318699717521667, 0.7843324542045593]",Refresh or recycle function.,True,box_yolo_content_yolo,icon,"[0.6170246005058289, 0.7600938677787781, 0.6318699717521667, 0.7843324542045593]"
"[0.02422572858631611, 0.06935354322195053, 0.039684586226940155, 0.1043480709195137]",A simple arrow or arrow mark.,True,box_yolo_content_yolo,icon,"[0.02422572858631611, 0.06935354322195053, 0.039684586226940155, 0.1043480709195137]"
"[0.6147621273994446, 0.6095387935638428, 0.6339964270591736, 0.6409419178962708]",A blurry button.,True,box_yolo_content_yolo,icon,"[0.6147621273994446, 0.6095387935638428, 0.6339964270591736, 0.6409419178962708]"
"[0.4730772078037262, 0.29345202445983887, 0.4914514720439911, 0.31810614466667175]",Close or cancel function.,True,box_yolo_content_yolo,icon,"[0.4730772078037262, 0.29345202445983887, 0.4914514720439911, 0.31810614466667175]"
"[2.1484494936885312e-05, 0.06190328672528267, 0.0053413547575473785, 0.1052737906575203]",unanswerable,True,box_yolo_content_yolo,icon,"[2.1484494936885312e-05, 0.06190328672528267, 0.0053413547575473785, 0.1052737906575203]"
"[0.2619952857494354, 0.07370581477880478, 0.2787618339061737, 0.10152911394834518]",A magnifying glass symbol.,True,box_yolo_content_yolo,icon,"[0.2619952857494354, 0.07370581477880478, 0.2787618339061737, 0.10152911394834518]"
"[0.6304333209991455, 0.19989202916622162, 0.6436760425567627, 0.22538644075393677]",close or cancel function.,True,box_yolo_content_yolo,icon,"[0.6304333209991455, 0.19989202916622162, 0.6436760425567627, 0.22538644075393677]"
